Upabasti / Gramam ID,Upabasti / Gramam Name,Basti ID,modified on,created on
80404022089,RAVALKOL TANDA,80404022,19-Jan-21,19-Jan-21
80404022090,MURARIPALLI,80404022,19-Jan-21,19-Jan-21
80404022091,BANDAKUNTA,80404022,19-Jan-21,19-Jan-21
80404023092,GUDLAPOCHAMPALLI,80404023,19-Jan-21,19-Jan-21
80404023093,KANDLAKOYA,80404023,19-Jan-21,19-Jan-21
80404023094,SRIRANGAVARAM,80404023,19-Jan-21,19-Jan-21
80404023095,MAISAMMA GUDA,80404023,19-Jan-21,19-Jan-21
80404023096,SUTHARI GUDEM,80404023,19-Jan-21,19-Jan-21
80404023097,BASARAAGADI,80404023,19-Jan-21,19-Jan-21
80404023098,BANDAMADARAM,80404023,19-Jan-21,19-Jan-21
80404023099,RAYILAPOOR,80404023,19-Jan-21,19-Jan-21
80404023100,GOUDAVELLI,80404023,19-Jan-21,19-Jan-21
80404023101,SAHAJADIGUDA,80404023,19-Jan-21,19-Jan-21
80405024102,DUNDIGAL,80405024,19-Jan-21,19-Jan-21
80405024103,GAGILLAPUR,80405024,19-Jan-21,19-Jan-21
80405024104,D.POCHAMPALLI,80405024,19-Jan-21,19-Jan-21
80405024105,NAAGLUR,80405024,19-Jan-21,19-Jan-21
80405024106,DUNDIGAL TAANDA-1,80405024,19-Jan-21,19-Jan-21
80405024107,DUNDIGAL TAANDA-2,80405024,19-Jan-21,19-Jan-21
80405024108,CHARCH GAGILLAPUR,80405024,19-Jan-21,19-Jan-21
80405024109,SAREGUDAM,80405024,19-Jan-21,19-Jan-21
80405024110,SRIRAM NAGAR,80405024,19-Jan-21,19-Jan-21
80405024111,GANDI MAISAMMA,80405024,19-Jan-21,19-Jan-21
80405025112,BORAMPET,80405025,19-Jan-21,19-Jan-21
80405025113,MALLAMPET,80405025,19-Jan-21,19-Jan-21
80405025114,BACHUPALLY,80405025,19-Jan-21,19-Jan-21
80405025115,SHAMBIPUR,80405025,19-Jan-21,19-Jan-21
80405025116,INDRAMMA COLONY,80405025,19-Jan-21,19-Jan-21
80405025117,MAHESHWARAM,80405025,19-Jan-21,19-Jan-21
80405025118,RAJIVA GRUHA KALPA,80405025,19-Jan-21,19-Jan-21
80405025119,RAJIVA GANDHINAGAR,80405025,19-Jan-21,19-Jan-21
80405025120,INDIRANAGAR,80405025,19-Jan-21,19-Jan-21
80405025121,SAINAGAR,80405025,19-Jan-21,19-Jan-21
80405026122,BAHADURPALLY,80405026,19-Jan-21,19-Jan-21
80405026123,INDRAMMA COLONY,80405026,19-Jan-21,19-Jan-21
80405026124,MAISAMMA GUDA,80405026,19-Jan-21,19-Jan-21
80405026125,DHULAPALLY,80405026,19-Jan-21,19-Jan-21
80406027126,RAJIV GRUHA KALPA       ,80406027,19-Jan-21,19-Jan-21
80406027127,60 YARDS,80406027,19-Jan-21,19-Jan-21
80406027128,SIDHARTH NAGAR,80406027,19-Jan-21,19-Jan-21
80406028129,WEEKAR SECTION,80406028,19-Jan-21,19-Jan-21
80406028130,JEEVAN JYOTI,80406028,19-Jan-21,19-Jan-21
80406028131,BHAVANI NAGAR,80406028,19-Jan-21,19-Jan-21
80406029132,PRIYANKA NAGAR,80406029,19-Jan-21,19-Jan-21
80406029133,DAYANAND BASTI,80406029,19-Jan-21,19-Jan-21
80406029134,ANAND NAGAR,80406029,19-Jan-21,19-Jan-21
80406030135,PUSHPAGIRI BASTI,80406030,19-Jan-21,19-Jan-21
80406030136,KUNA KRISHNA GOUD,80406030,19-Jan-21,19-Jan-21
80406030137,PANDU BASTI,80406030,19-Jan-21,19-Jan-21
80406031138,KRISHNA NAGAR,80406031,19-Jan-21,19-Jan-21
80406032139,RAJIVA GANDHI NAGAR,80406032,19-Jan-21,19-Jan-21
80406032140,SHIVALAYA NAGAR,80406032,19-Jan-21,19-Jan-21
80406033141,KRISHNA NAGAR,80406033,19-Jan-21,19-Jan-21
80406033142,VISHWAKARMA COLONY,80406033,19-Jan-21,19-Jan-21
80406033143,LAXMI NAGAR COLONY,80406033,19-Jan-21,19-Jan-21
80406033144,VENKATARAM NAGAR COLONY,80406033,19-Jan-21,19-Jan-21
80406034145,APARUPA COLONY,80406034,19-Jan-21,19-Jan-21
80406034146,SR NAYAK NAGAR,80406034,19-Jan-21,19-Jan-21
80406034147,PRASHANT NAGAR,80406034,19-Jan-21,19-Jan-21
80406034148,JANAPRIYA APMT.,80406034,19-Jan-21,19-Jan-21
80406034149,MODI APMT.,80406034,19-Jan-21,19-Jan-21
80407035150,DEVENDRA NAGAR,80407035,19-Jan-21,19-Jan-21
80407035151,KESHAV NAGAR,80407035,19-Jan-21,19-Jan-21
80407035152,CHANDRAGIRI NAGAR,80407035,19-Jan-21,19-Jan-21
80407036153,METKENGUDA,80407036,19-Jan-21,19-Jan-21
80407036154,ADARSH NAGAR,80407036,19-Jan-21,19-Jan-21
80407036155,HAL COLONY,80407036,19-Jan-21,19-Jan-21
80407036156,MARKANDEYA COLONY,80407036,19-Jan-21,19-Jan-21
80407037157,INDIRA COLONY-A,80407037,19-Jan-21,19-Jan-21
80407037158,INDIRA COLONY-B,80407037,19-Jan-21,19-Jan-21
80407037159,SUBHASH NAGAR-A,80407037,19-Jan-21,19-Jan-21
80407037160,SUBHASH NAGAR-B,80407037,19-Jan-21,19-Jan-21
80407037161,PATEL COLONY,80407037,19-Jan-21,19-Jan-21
80407037162,SRIRAM NAGAR,80407037,19-Jan-21,19-Jan-21
80407037163,BHAGATSING,80407037,19-Jan-21,19-Jan-21
80407038164,SRINIVAS COLONY,80407038,19-Jan-21,19-Jan-21
80407038165,VIVEKANANDA COLONY,80407038,19-Jan-21,19-Jan-21
80407038166,SRINIVAS NAGAR ,80407038,19-Jan-21,19-Jan-21
80407038167,NLB COLONY,80407038,19-Jan-21,19-Jan-21
80407039168,KALAWATI NAGAR-A,80407039,19-Jan-21,19-Jan-21
80407039169,KALAWATI NAGAR-B,80407039,19-Jan-21,19-Jan-21
80407039170,GAYATRI APMNT,80407039,19-Jan-21,19-Jan-21
80407039171,TSIIC COLONY,80407039,19-Jan-21,19-Jan-21
80407039172,DP COLONY,80407039,19-Jan-21,19-Jan-21
80407040173,NEHRU NAGAR,80407040,19-Jan-21,19-Jan-21
80407040174,SANJAYGANDHI HOSPITAL,80407040,19-Jan-21,19-Jan-21
80407040175,SHIVALAYAM,80407040,19-Jan-21,19-Jan-21
80407040176,POCHAMA TEMPLE,80407040,19-Jan-21,19-Jan-21
80407041177,SHAPUR MARKET-A,80407041,19-Jan-21,19-Jan-21
80407041178,SHAPUR MARKET-B,80407041,19-Jan-21,19-Jan-21
80407041179,H.M.T.QUARTERS,80407041,19-Jan-21,19-Jan-21
80407041180,JEEDIMETLA INDUSTRY,80407041,19-Jan-21,19-Jan-21
80407042181,POCHAMMA TEMPLE,80407042,19-Jan-21,19-Jan-21
80407042182,AAYEE MATA TEMPLE,80407042,19-Jan-21,19-Jan-21
80407042183,AYODHYA NAGAR,80407042,19-Jan-21,19-Jan-21
80407042184,RAMREDDY NAGAR,80407042,19-Jan-21,19-Jan-21
80407042185,SUBHASH NAGAR-A,80407042,19-Jan-21,19-Jan-21
80407042186,SUBHASH NAGAR-B,80407042,19-Jan-21,19-Jan-21
80408043187,INDRASING NAGAR ,80408043,19-Jan-21,19-Jan-21
80408043188,VANI COLONY,80408043,19-Jan-21,19-Jan-21
80408043189,VENKATESH NAGAR,80408043,19-Jan-21,19-Jan-21
80408043190,MODI APMT.,80408043,19-Jan-21,19-Jan-21
80408044191,RAJU COLONY,80408044,19-Jan-21,19-Jan-21
80408044192,HAL,80408044,19-Jan-21,19-Jan-21
80408044193,SAINAGAR,80408044,19-Jan-21,19-Jan-21
80408044194,NAVJEEVAN NAGAR,80408044,19-Jan-21,19-Jan-21
80408044195,POLICE QUARTERS,80408044,19-Jan-21,19-Jan-21
80408044196,VINAYAK NAGAR,80408044,19-Jan-21,19-Jan-21
80408045197,BHEL,80408045,19-Jan-21,19-Jan-21
80408045198,FEROZGUDA,80408045,19-Jan-21,19-Jan-21
80408045199,ANTAMMAGUDA,80408045,19-Jan-21,19-Jan-21
80408045200,PHOOL BAGH,80408045,19-Jan-21,19-Jan-21
80408046201,ADARSH NAGAR,80408046,19-Jan-21,19-Jan-21
80408046202,APHB COLONY,80408046,19-Jan-21,19-Jan-21
80408046203,CHANDRA NAGAR,80408046,19-Jan-21,19-Jan-21
80408046204,CHINTAL,80408046,19-Jan-21,19-Jan-21
80408046205,RANGANAGAR,80408046,19-Jan-21,19-Jan-21
80408047206,SURYANAGAR,80408047,19-Jan-21,19-Jan-21
80408047207,RAMREDDY NAGAR,80408047,19-Jan-21,19-Jan-21
80408047208,PAPAYYA NAGAR,80408047,19-Jan-21,19-Jan-21
80408048209,GANESH NAGAR,80408048,19-Jan-21,19-Jan-21
80408048210,DWARAKA NAGAR,80408048,19-Jan-21,19-Jan-21
80408048211,THE NAGAR,80408048,19-Jan-21,19-Jan-21
80408048212,SUDARSHAN REDDY,80408048,19-Jan-21,19-Jan-21
80408048213,DWARAKAPURI COLONY,80408048,19-Jan-21,19-Jan-21
80408049214,BALREDDY NAGAR,80408049,19-Jan-21,19-Jan-21
80408049215,PADMA NAGAR PHASE-1,80408049,19-Jan-21,19-Jan-21
80408049216,CHERUKUPALLI COLONY,80408049,19-Jan-21,19-Jan-21
80408049217,KALPANA SOCIETY,80408049,19-Jan-21,19-Jan-21
80408049218,NTR COLONY,80408049,19-Jan-21,19-Jan-21
80408049219,DILKHUSH NAGAR,80408049,19-Jan-21,19-Jan-21
80408050220,QUTUBULLAPUR,80408050,19-Jan-21,19-Jan-21
80408050221,VIMANPURI COLONY,80408050,19-Jan-21,19-Jan-21
80408050222,RENUKA ENCLAVE,80408050,19-Jan-21,19-Jan-21
80408050223,VENKANNA HILLS,80408050,19-Jan-21,19-Jan-21
80408050224,BIRAPPA NAGAR,80408050,19-Jan-21,19-Jan-21
80408051225,VAJPAYEE NAGAR,80408051,19-Jan-21,19-Jan-21
80408051226,DATTATREYYA,80408051,19-Jan-21,19-Jan-21
80408051227,SAI NAGAR,80408051,19-Jan-21,19-Jan-21
80408051228,PRASANNA NAGAR,80408051,19-Jan-21,19-Jan-21
80408051229,SRINIVAS NAGAR,80408051,19-Jan-21,19-Jan-21
80408052230,SRI RAM NAGAR,80408052,19-Jan-21,19-Jan-21
80408052231,PADMA NAGAR PHASE-2,80408052,19-Jan-21,19-Jan-21
80408052232,BAPU NAGAR,80408052,19-Jan-21,19-Jan-21
80501001001,PNM School Basti,80501001,19-Jan-21,19-Jan-21
80501001002,Community Hall Basti,80501001,19-Jan-21,19-Jan-21
80501001003,Sai Baba Gudi Basti,80501001,19-Jan-21,19-Jan-21
80501001004,Govt School Basti,80501001,19-Jan-21,19-Jan-21
80501001005,Church Basti,80501001,19-Jan-21,19-Jan-21
80501002006,Tennis Ground Basti,80501002,19-Jan-21,19-Jan-21
80501002007,Sai Baba Gudi Basti,80501002,19-Jan-21,19-Jan-21
80501002008,Kanakadurga Gudi Basti,80501002,19-Jan-21,19-Jan-21
80501002009,Kalyan Jwellers Basti,80501002,19-Jan-21,19-Jan-21
80501002010,YSR Statue Basti,80501002,19-Jan-21,19-Jan-21
80501003011,Industrial Area,80501003,19-Jan-21,19-Jan-21
80501003012,Vignanpuri Colony,80501003,19-Jan-21,19-Jan-21
80501003013,Mytri Nagar,80501003,19-Jan-21,19-Jan-21
80501003014,Sai Baba Gudi Basti,80501003,19-Jan-21,19-Jan-21
80501003015,Rajeev Gandhi Nagar,80501003,19-Jan-21,19-Jan-21
80501004016,Dayaru Guda,80501004,19-Jan-21,19-Jan-21
80501004017,Kerala Basti,80501004,19-Jan-21,19-Jan-21
80501004018,Devi Nagar,80501004,19-Jan-21,19-Jan-21
80501004019,Ramaiah Nagar,80501004,19-Jan-21,19-Jan-21
80501004020,Sakali Basti,80501004,19-Jan-21,19-Jan-21
80501005021,Ayyappa Swamy Basti,80501005,19-Jan-21,19-Jan-21
80501005022,Little flower school Basti,80501005,19-Jan-21,19-Jan-21
80501005023,Community Hall Basti,80501005,19-Jan-21,19-Jan-21
80501005024,Industrial Area Basti,80501005,19-Jan-21,19-Jan-21
80501005025,Pochamma Talli Basti,80501005,19-Jan-21,19-Jan-21
80501006026,Eenadu colony,80501006,19-Jan-21,19-Jan-21
80501006027,Senior citizens Park Road,80501006,19-Jan-21,19-Jan-21
80501006028,Venakateshwara Swamy Basti,80501006,19-Jan-21,19-Jan-21
80501006029,Girls Hostel Basti,80501006,19-Jan-21,19-Jan-21
80501006030,Vivekananda Nagar Colony,80501006,19-Jan-21,19-Jan-21
80501007031,Anjaneya Gudi Road,80501007,19-Jan-21,19-Jan-21
80501007032,Yadav Basti,80501007,19-Jan-21,19-Jan-21
80501007033,Ramalayam Road,80501007,19-Jan-21,19-Jan-21
80501007034,Kumari Basti,80501007,19-Jan-21,19-Jan-21
80501007035,Pochamma Temple Road,80501007,19-Jan-21,19-Jan-21
80501008036,Community Hall Basti,80501008,19-Jan-21,19-Jan-21
80501008037,Ayyappa Swamy Basti,80501008,19-Jan-21,19-Jan-21
80501008038,Vadepalli Enclave,80501008,19-Jan-21,19-Jan-21
80501008039,Road no 1 to 4,80501008,19-Jan-21,19-Jan-21
80501008040,Road no 5 to 10,80501008,19-Jan-21,19-Jan-21
80501009041,Shanti Nagar,80501009,19-Jan-21,19-Jan-21
80501009042,Shesadri Nagar,80501009,19-Jan-21,19-Jan-21
80501009043,Community Hall Basti,80501009,19-Jan-21,19-Jan-21
80501009044,"Road no 1, 2, 3, 4, 5",80501009,19-Jan-21,19-Jan-21
80501009045,"Road No 6, 7, 8, 9, 10",80501009,19-Jan-21,19-Jan-21
80501010046,DAV primary school Basti,80501010,19-Jan-21,19-Jan-21
80501010047,SC Basti,80501010,19-Jan-21,19-Jan-21
80501010048,Sai Baba Colony,80501010,19-Jan-21,19-Jan-21
80501010049,Vishnu Colony,80501010,19-Jan-21,19-Jan-21
80501010050,Prakash Nagar,80501010,19-Jan-21,19-Jan-21
80502011051,1st BUS STOP,80502011,19-Jan-21,19-Jan-21
80502011052,VINAYAKA DEVALAYAM,80502011,19-Jan-21,19-Jan-21
80502012053,7th PHASE,80502012,19-Jan-21,19-Jan-21
80502012054,INDU DUPLEX,80502012,19-Jan-21,19-Jan-21
80502012055,INDO APARTMENT,80502012,19-Jan-21,19-Jan-21
80502013056,RAIN TREE PARK,80502013,19-Jan-21,19-Jan-21
80502013057,5th PHASE,80502013,19-Jan-21,19-Jan-21
80502014058,VASANTHANAGAR,80502014,19-Jan-21,19-Jan-21
80502014059,SARDAR PATEL,80502014,19-Jan-21,19-Jan-21
80502014060,BAGATHSINGH NAGAR,80502014,19-Jan-21,19-Jan-21
80502015061,GOKUL PLOTS,80502015,19-Jan-21,19-Jan-21
80502015062,9th PHASE,80502015,19-Jan-21,19-Jan-21
80502016063,6th PART 1,80502016,19-Jan-21,19-Jan-21
80502016064,6th PART 2,80502016,19-Jan-21,19-Jan-21
80502016065,JNTU,80502016,19-Jan-21,19-Jan-21
80502017066,VENKATESWARA,80502017,19-Jan-21,19-Jan-21
80502017067,BHUVANAVIJAYAM,80502017,19-Jan-21,19-Jan-21
80502018068,TRINITY,80502018,19-Jan-21,19-Jan-21
80502018069,MANJEERA,80502018,19-Jan-21,19-Jan-21
80502018070,AYODYA RAMALAYAM,80502018,19-Jan-21,19-Jan-21
80502019071,ROAD NO.1&2,80502019,19-Jan-21,19-Jan-21
80502019072,ROAD NO.3&4,80502019,19-Jan-21,19-Jan-21
80503020073,KAVURI HILLS,80503020,19-Jan-21,19-Jan-21
80503020074,KAKATIYA HILLS,80503020,19-Jan-21,19-Jan-21
80503020075,DOCTORS COLONY,80503020,19-Jan-21,19-Jan-21
80503020076,G B PET,80503020,19-Jan-21,19-Jan-21
80503021077,AYYAPPA SOCIETY,80503021,19-Jan-21,19-Jan-21
80503021078,MEGHA HILLS,80503021,19-Jan-21,19-Jan-21
80503021079,SAI NAGAR,80503021,19-Jan-21,19-Jan-21
80503022080,HARIJAN BASTI,80503022,19-Jan-21,19-Jan-21
80503022081,KUMMARI BASTI,80503022,19-Jan-21,19-Jan-21
80503022082,VITTAL RAO NAGAR,80503022,19-Jan-21,19-Jan-21
80503022083,AURONODAYA COLONY,80503022,19-Jan-21,19-Jan-21
80503023084,CHANDA NAGAR THANDA,80503023,19-Jan-21,19-Jan-21
80503024085,KHANAMET,80503024,19-Jan-21,19-Jan-21
80503024086,DATTATREYA NAGAR,80503024,19-Jan-21,19-Jan-21
80503025087,ANJANEYANAGAR,80503025,19-Jan-21,19-Jan-21
80503026088,SIDDIVINAYAKA NAGAR ,80503026,19-Jan-21,19-Jan-21
80503027089,SRIRAM NAGAR 1,80503027,19-Jan-21,19-Jan-21
80503027090,SRIRAM NAGAR 2,80503027,19-Jan-21,19-Jan-21
80503028091,SHIVALAXMI TEMPLE,80503028,19-Jan-21,19-Jan-21
80503028092,SAI PRITHVI ENCLAVE,80503028,19-Jan-21,19-Jan-21
80503028093,YELLAIAH NAGAR,80503028,19-Jan-21,19-Jan-21
80503029094,WHITE FIELD,80503029,19-Jan-21,19-Jan-21
80503029095,PRASHANTH NAGAR,80503029,19-Jan-21,19-Jan-21
80503029096,KOTHAGUDA,80503029,19-Jan-21,19-Jan-21
80503030097,KONDAPUR,80503030,19-Jan-21,19-Jan-21
80503030098,POLICE QUARTERS,80503030,19-Jan-21,19-Jan-21
80503030099,SAFARI NAGAR,80503030,19-Jan-21,19-Jan-21
80503030100,ANAND NAGAR,80503030,19-Jan-21,19-Jan-21
80503030101,SHILPA PARK,80503030,19-Jan-21,19-Jan-21
80503030102,RAGHAVENDRA COLONY,80503030,19-Jan-21,19-Jan-21
80503030103,ADITYA NAGAR,80503030,19-Jan-21,19-Jan-21
80504031104,MADURANAGAR,80504031,19-Jan-21,19-Jan-21
80504031105,VENGAL RAO NAGAR,80504031,19-Jan-21,19-Jan-21
80504031106,JAVAHAR NAGAR,80504031,19-Jan-21,19-Jan-21
80504031107,SRINIVAS NAGAR (WEST ),80504031,19-Jan-21,19-Jan-21
80504032108,MINAKSHIPURAM,80504032,19-Jan-21,19-Jan-21
80504032109,YADAGIRINAGAR,80504032,19-Jan-21,19-Jan-21
80504032110,BHAVANI NAGAR,80504032,19-Jan-21,19-Jan-21
80504032111,SANTHOSHIGIRI,80504032,19-Jan-21,19-Jan-21
80504032112,GTS COLONY,80504032,19-Jan-21,19-Jan-21
80504033113,KARMIKANAGAR,80504033,19-Jan-21,19-Jan-21
80504033114,SRIRAM NAGAR,80504033,19-Jan-21,19-Jan-21
80504033115,OMNAGAR,80504033,19-Jan-21,19-Jan-21
80504033116,B.S.NAGAR,80504033,19-Jan-21,19-Jan-21
80504034117,INDIRANAGAR,80504034,19-Jan-21,19-Jan-21
80504034118,KAMALANAGAR,80504034,19-Jan-21,19-Jan-21
80504034119,H.F.NAGAR,80504034,19-Jan-21,19-Jan-21
80504034120,PEDDAMMA NAGAR,80504034,19-Jan-21,19-Jan-21
80504035121,SITE-5,80504035,19-Jan-21,19-Jan-21
80504035122,BRAMHANVADI,80504035,19-Jan-21,19-Jan-21
80504035123,SUNIL NAGAR,80504035,19-Jan-21,19-Jan-21
80504035124,AMBEDKAR NAGAR,80504035,19-Jan-21,19-Jan-21
80504036125,SITE-1,80504036,19-Jan-21,19-Jan-21
80504036126,VINAYAK RAO NAGAR,80504036,19-Jan-21,19-Jan-21
80504036127,RAMARAO NAGAR,80504036,19-Jan-21,19-Jan-21
80504036128,RAJIV NAGAR,80504036,19-Jan-21,19-Jan-21
80504036129,ALLAPUR,80504036,19-Jan-21,19-Jan-21
80504037130,MOTHINAGAR,80504037,19-Jan-21,19-Jan-21
80504037131,SNEHAPURI COLONY,80504037,19-Jan-21,19-Jan-21
80504037132,BABBU GUDA,80504037,19-Jan-21,19-Jan-21
80504037133,AVANTI NAGAR,80504037,19-Jan-21,19-Jan-21
80504037134,SARATHI CO-OP SOCITY,80504037,19-Jan-21,19-Jan-21
80504038135,VIVEKANADANAGAR,80504038,19-Jan-21,19-Jan-21
80504038136,LAXMINAGAR,80504038,19-Jan-21,19-Jan-21
80504038137,TULASI NAGAR,80504038,19-Jan-21,19-Jan-21
80504038138, GAYATRI NAGAR,80504038,19-Jan-21,19-Jan-21
80504038139,PARVATH NAGAR,80504038,19-Jan-21,19-Jan-21
80504039140,AG COLONY,80504039,19-Jan-21,19-Jan-21
80504039141,NATARAJ NAGAR,80504039,19-Jan-21,19-Jan-21
80504039142,KALYAN NAGAR  VENCHER-3,80504039,19-Jan-21,19-Jan-21
80504039143,KALYAN NAGAR  VENCHER-2,80504039,19-Jan-21,19-Jan-21
80504039144,VIKAS PURI,80504039,19-Jan-21,19-Jan-21
80504039145,RAJIV NAGAR,80504039,19-Jan-21,19-Jan-21
80504040146,PREM NAGAR,80504040,19-Jan-21,19-Jan-21
80504040147,VENKATESHWARA COLONY,80504040,19-Jan-21,19-Jan-21
80504040148,JANAPRIYA APRMT,80504040,19-Jan-21,19-Jan-21
80504040149,BANJARA NAGAR,80504040,19-Jan-21,19-Jan-21
80504040150,GOUTHMIPURI COLONY,80504040,19-Jan-21,19-Jan-21
80504040151,SULTAN NAGAR,80504040,19-Jan-21,19-Jan-21
80505041152,SANATH NAGAR,80505041,19-Jan-21,19-Jan-21
