Palle ID,Palle Name,Upabasti / Gramam ID,Created On,Modified On
80504039142,KALYAN NAGAR  VENCHER-3,80504039142,08-Jan-21,08-Jan-21
80504039143,KALYAN NAGAR  VENCHER-2,80504039143,08-Jan-21,08-Jan-21
80504039144,VIKAS PURI,80504039144,08-Jan-21,08-Jan-21
80504039145,RAJIV NAGAR,80504039145,08-Jan-21,08-Jan-21
80504040146,PREM NAGAR,80504040146,08-Jan-21,08-Jan-21
80504040147,VENKATESHWARA COLONY,80504040147,08-Jan-21,08-Jan-21
80504040148,JANAPRIYA APRMT,80504040148,08-Jan-21,08-Jan-21
80504040149,BANJARA NAGAR,80504040149,08-Jan-21,08-Jan-21
80504040150,GOUTHMIPURI COLONY,80504040150,08-Jan-21,08-Jan-21
80504040151,SULTAN NAGAR,80504040151,08-Jan-21,08-Jan-21
80505041152,SANATH NAGAR,80505041152,08-Jan-21,08-Jan-21
80505041153,SOUBHGYANAGAR,80505041153,08-Jan-21,08-Jan-21
80505041154,TULASI NAGAR,80505041154,08-Jan-21,08-Jan-21
80505041155,DASARAM BASTI,80505041155,08-Jan-21,08-Jan-21
80505042156,ROAD NO.1,80505042156,08-Jan-21,08-Jan-21
80505042157,ROAD NO.2,80505042157,08-Jan-21,08-Jan-21
80505042158,ROAD NO.3,80505042158,08-Jan-21,08-Jan-21
80505042159,ROAD NO.4,80505042159,08-Jan-21,08-Jan-21
80505042160,ROAD NO.5,80505042160,08-Jan-21,08-Jan-21
80505043161,UDAYNAGAR COLONY,80505043161,08-Jan-21,08-Jan-21
80505043162,SHIVAJI NAGAR,80505043162,08-Jan-21,08-Jan-21
80505043163,GANESH NAGAR,80505043163,08-Jan-21,08-Jan-21
80505044164,ASHOK COLONY,80505044164,08-Jan-21,08-Jan-21
80505044165,SANATH NAGAR BUS STOP,80505044165,08-Jan-21,08-Jan-21
80505044166,SUBASNAGAR,80505044166,08-Jan-21,08-Jan-21
80505045167, PIPELINE  ROAD,80505045167,08-Jan-21,08-Jan-21
80505045168,NETAJI NAGAR -1,80505045168,08-Jan-21,08-Jan-21
80505045169,NETAJI NAGAR -2,80505045169,08-Jan-21,08-Jan-21
80505045170,RAMALAYAM BASTI,80505045170,08-Jan-21,08-Jan-21
80505046171,SHISHUMANDI,80505046171,08-Jan-21,08-Jan-21
80505046172,LB SHASTINAGAR,80505046172,08-Jan-21,08-Jan-21
80505046173,INDIRAGANDI PURAM,80505046173,08-Jan-21,08-Jan-21
80505046174,BAGATHSINGH PARK AREA,80505046174,08-Jan-21,08-Jan-21
80505047175,ESI COLONY,80505047175,08-Jan-21,08-Jan-21
80505047176,SR NAGAR COMMUNITY HALL,80505047176,08-Jan-21,08-Jan-21
80505047177,SR NAGAR PS AREA,80505047177,08-Jan-21,08-Jan-21
80505048178,TILANAGAR,80505048178,08-Jan-21,08-Jan-21
80505048179,AMEERPET,80505048179,08-Jan-21,08-Jan-21
80505048180,DARAMKARAM ROAD,80505048180,08-Jan-21,08-Jan-21
80505048181,SIKKUVADA,80505048181,08-Jan-21,08-Jan-21
80505048182,LAL BAGLA,80505048182,08-Jan-21,08-Jan-21
80505048183,MAITRIVANAM,80505048183,08-Jan-21,08-Jan-21
80505048184,GURUDWARA,80505048184,08-Jan-21,08-Jan-21
80505049185,BALKAMPET TEMPLE,80505049185,08-Jan-21,08-Jan-21
80505049186,PRASHANTH NAGAR,80505049186,08-Jan-21,08-Jan-21
80505049187,VENKATESHWARA COLONY,80505049187,08-Jan-21,08-Jan-21
80505050188,HARIJANA BASTI,80505050188,08-Jan-21,08-Jan-21
80505050189,SN GRAMAPANCHAYATHI AREA,80505050189,08-Jan-21,08-Jan-21
80505050190,FN GP AREA,80505050190,08-Jan-21,08-Jan-21
80505051191,Harihara Temple,80505051191,08-Jan-21,08-Jan-21
80505051192,Yuvasena Ground,80505051192,08-Jan-21,08-Jan-21
80505051193,Shakti nagar ,80505051193,08-Jan-21,08-Jan-21
80505052194,Bhavani nagar,80505052194,08-Jan-21,08-Jan-21
80505052195,Deendayal nagar,80505052195,08-Jan-21,08-Jan-21
80505052196,Prabhakar reddy nagar,80505052196,08-Jan-21,08-Jan-21
80505053197,Moosapet ,80505053197,08-Jan-21,08-Jan-21
80505053198,Hanuman Chowk ,80505053198,08-Jan-21,08-Jan-21
80505053199,Yadav basti,80505053199,08-Jan-21,08-Jan-21
80505054200,Narsimha Swami Temple,80505054200,08-Jan-21,08-Jan-21
80505054201,Pragathi Nagar Road 5,80505054201,08-Jan-21,08-Jan-21
80505054202,Pragathi Nagar Road 10,80505054202,08-Jan-21,08-Jan-21
80505055203,Gowtami school,80505055203,08-Jan-21,08-Jan-21
80505055204,Goods road,80505055204,08-Jan-21,08-Jan-21
80505055205,Sriram Basti,80505055205,08-Jan-21,08-Jan-21
80505056206,Anjaneya nagar,80505056206,08-Jan-21,08-Jan-21
80505056207,Shakthi nagar ,80505056207,08-Jan-21,08-Jan-21
80505056208, Vasundara Hospital,80505056208,08-Jan-21,08-Jan-21
80505057209,Rainbow Vistas,80505057209,08-Jan-21,08-Jan-21
80505057210,Kaithalapur,80505057210,08-Jan-21,08-Jan-21
80506058211,Somaiah nagar,80506058211,08-Jan-21,08-Jan-21
80506058212,Birrappa nagar,80506058212,08-Jan-21,08-Jan-21
80506058213,Rikshapullar colony,80506058213,08-Jan-21,08-Jan-21
80506059214,Dharani nagar,80506059214,08-Jan-21,08-Jan-21
80506059215,Tulsi nagar,80506059215,08-Jan-21,08-Jan-21
80506059216,Papaiah nagar,80506059216,08-Jan-21,08-Jan-21
80506060217,Shiridi hills,80506060217,08-Jan-21,08-Jan-21
80506060218,Bhuodevi hills,80506060218,08-Jan-21,08-Jan-21
80506060219,Rajeev gruhakalpa,80506060219,08-Jan-21,08-Jan-21
80506060220,Oddera basti,80506060220,08-Jan-21,08-Jan-21
80506061221,Sai nagar east,80506061221,08-Jan-21,08-Jan-21
80506061222,Sai nagar west,80506061222,08-Jan-21,08-Jan-21
80506061223,Kamalaprasanna nagar,80506061223,08-Jan-21,08-Jan-21
80506062224,Madhav nagar,80506062224,08-Jan-21,08-Jan-21
80506062225,Venkateshwara nagar,80506062225,08-Jan-21,08-Jan-21
80506062226,Anjaiah nagar,80506062226,08-Jan-21,08-Jan-21
80506063227,Lenin nagar,80506063227,08-Jan-21,08-Jan-21
80506063228,Umadevi nagar,80506063228,08-Jan-21,08-Jan-21
80506064229,Madura nagar,80506064229,08-Jan-21,08-Jan-21
80506065230,A block,80506065230,08-Jan-21,08-Jan-21
80506065231,B block,80506065231,08-Jan-21,08-Jan-21
80506065232,C block,80506065232,08-Jan-21,08-Jan-21
80506065233,R.k nagar,80506065233,08-Jan-21,08-Jan-21
80506066234,Hanumman nagar,80506066234,08-Jan-21,08-Jan-21
80506066235,Deenabandhu colony,80506066235,08-Jan-21,08-Jan-21
80506067236,Gandhi nagar,80506067236,08-Jan-21,08-Jan-21
80506067237,Maruthi nagar,80506067237,08-Jan-21,08-Jan-21
80506067238,V.R.R. nagar,80506067238,08-Jan-21,08-Jan-21
80506067239,Gurumurthi nagar,80506067239,08-Jan-21,08-Jan-21
80506067240,Nandha Nagar,80506067240,08-Jan-21,08-Jan-21
80506067241,Giri nagar,80506067241,08-Jan-21,08-Jan-21
80506068242,Ranga reddy nagar,80506068242,08-Jan-21,08-Jan-21
80506068243,Panch sheela colony,80506068243,08-Jan-21,08-Jan-21
80507069244,Pragathi Nagar,80507069244,08-Jan-21,08-Jan-21
80507070245,Sai Nagar,80507070245,08-Jan-21,08-Jan-21
80507070246,Jagan Studios,80507070246,08-Jan-21,08-Jan-21
80507071247,Rajeev Gruhakalpa,80507071247,08-Jan-21,08-Jan-21
80507072248,Nizampet,80507072248,08-Jan-21,08-Jan-21
80507072249,Madhura Nagar,80507072249,08-Jan-21,08-Jan-21
80507072250,Srinivasa Nagar,80507072250,08-Jan-21,08-Jan-21
80507072251,191 Survey ,80507072251,08-Jan-21,08-Jan-21
80507072252,Lake view colony,80507072252,08-Jan-21,08-Jan-21
80507072253,Nagarjuna Homes,80507072253,08-Jan-21,08-Jan-21
80507073254,Bandari Layout,80507073254,08-Jan-21,08-Jan-21
80507073255,Balaji Nagar,80507073255,08-Jan-21,08-Jan-21
80507074256,Rajeev Gandhi Nagar,80507074256,08-Jan-21,08-Jan-21
80507074257,Satyam Hights,80507074257,08-Jan-21,08-Jan-21
80507075258,Ramnaresh Nagar,80507075258,08-Jan-21,08-Jan-21
80507075259,Hill County,80507075259,08-Jan-21,08-Jan-21
80507075260,Hyder nagar,80507075260,08-Jan-21,08-Jan-21
80507075261,Mayuri Nagar,80507075261,08-Jan-21,08-Jan-21
80507075262,Indiramma Colony,80507075262,08-Jan-21,08-Jan-21
80507075263,KTR Colony,80507075263,08-Jan-21,08-Jan-21
80507076264,Yellamma Banda,80507076264,08-Jan-21,08-Jan-21
80507076265,Shamshiguda,80507076265,08-Jan-21,08-Jan-21
80507076266,Sainagar,80507076266,08-Jan-21,08-Jan-21
80507077267,Jaya Nagar,80507077267,08-Jan-21,08-Jan-21
80507077268,Jal Vayu Vihar,80507077268,08-Jan-21,08-Jan-21
80507078269,HMT Hills,80507078269,08-Jan-21,08-Jan-21
80507078270,Tulasi Nagar,80507078270,08-Jan-21,08-Jan-21
80507078271,Aditya Nagar,80507078271,08-Jan-21,08-Jan-21
80508079272,JPN Nagar,80508079272,08-Jan-21,08-Jan-21
80508079273,B.K. Enclave,80508079273,08-Jan-21,08-Jan-21
80508079274,Prajay Shelters,80508079274,08-Jan-21,08-Jan-21
80508080275,Kousalya nagar,80508080275,08-Jan-21,08-Jan-21
80508080276,Mayuri Nagar,80508080276,08-Jan-21,08-Jan-21
80508080277,New Colony,80508080277,08-Jan-21,08-Jan-21
80508081278,Widea Colony,80508081278,08-Jan-21,08-Jan-21
80508081279,Balaji Nagar,80508081279,08-Jan-21,08-Jan-21
80508082280,IDPL,80508082280,08-Jan-21,08-Jan-21
80508082281,Venkata Ramana Colony,80508082281,08-Jan-21,08-Jan-21
80508082282,Mathrusree Nagar,80508082282,08-Jan-21,08-Jan-21
80508083283,Madhav Nagar,80508083283,08-Jan-21,08-Jan-21
80508083284,Bhanu Township,80508083284,08-Jan-21,08-Jan-21
80508084285,Sai Nagar,80508084285,08-Jan-21,08-Jan-21
80508084286,Prem Nagar,80508084286,08-Jan-21,08-Jan-21
80508085287,Allwyn Indra Reddy Colony,80508085287,08-Jan-21,08-Jan-21
80508085288,Maitri Nagar,80508085288,08-Jan-21,08-Jan-21
80508086289,Madinaguda,80508086289,08-Jan-21,08-Jan-21
80508086290,Pranam Hospital Lane,80508086290,08-Jan-21,08-Jan-21
80508087291,PJR Colony,80508087291,08-Jan-21,08-Jan-21
80508087292,Deepthisri nagar,80508087292,08-Jan-21,08-Jan-21
80508087293,M.A. Nagar,80508087293,08-Jan-21,08-Jan-21
80508088294,Prashanth nagar,80508088294,08-Jan-21,08-Jan-21
80508088295,Stalin Nagar,80508088295,08-Jan-21,08-Jan-21
80508088296,D.K. Enclave,80508088296,08-Jan-21,08-Jan-21
80508089297,HMT Swarnapuri,80508089297,08-Jan-21,08-Jan-21
80508089298,Maktha,80508089298,08-Jan-21,08-Jan-21
80508089299,Janapriya West city,80508089299,08-Jan-21,08-Jan-21
80509090300,Doctor Ji Nagar,80509090300,08-Jan-21,08-Jan-21
80509090301,My home jewel,80509090301,08-Jan-21,08-Jan-21
80509090302,Engineers enclave,80509090302,08-Jan-21,08-Jan-21
80509091303,Huda colony,80509091303,08-Jan-21,08-Jan-21
80509091304,Gangaram ,80509091304,08-Jan-21,08-Jan-21
80509091305,Sai ram nagar,80509091305,08-Jan-21,08-Jan-21
80509092306,Huda phase 2,80509092306,08-Jan-21,08-Jan-21
80509092307,Shanthi nagar,80509092307,08-Jan-21,08-Jan-21
80509092308,Chandanagar,80509092308,08-Jan-21,08-Jan-21
80509093309,Kailash nagar,80509093309,08-Jan-21,08-Jan-21
80509093310,Jawahar nagar,80509093310,08-Jan-21,08-Jan-21
80509093311,Vemukunta,80509093311,08-Jan-21,08-Jan-21
80509093312,GNR estates,80509093312,08-Jan-21,08-Jan-21
80509094313,Vemana colony,80509094313,08-Jan-21,08-Jan-21
80509094314,Weak section(s),80509094314,08-Jan-21,08-Jan-21
80509094315,Teachers colony,80509094315,08-Jan-21,08-Jan-21
80509094316,Vidya nagar,80509094316,08-Jan-21,08-Jan-21
80509094317,Suraksha colony,80509094317,08-Jan-21,08-Jan-21
80509095318,Gauthami nagar,80509095318,08-Jan-21,08-Jan-21
80509095319,Friends colony,80509095319,08-Jan-21,08-Jan-21
80509095320,Shilpa enclave,80509095320,08-Jan-21,08-Jan-21
80509095321,Annapurna enclave,80509095321,08-Jan-21,08-Jan-21
80509095322,West metro Apartments,80509095322,08-Jan-21,08-Jan-21
80509096323,Taranagar,80509096323,08-Jan-21,08-Jan-21
80509097324,Shivaji nagar,80509097324,08-Jan-21,08-Jan-21
80509097325,Weaker section(s),80509097325,08-Jan-21,08-Jan-21
80509097326,Telecom colony,80509097326,08-Jan-21,08-Jan-21
80509097327,Indira nagar,80509097327,08-Jan-21,08-Jan-21
80509097328,Maruthi nagar,80509097328,08-Jan-21,08-Jan-21
80509098329,Rail vihar,80509098329,08-Jan-21,08-Jan-21
80509098330,Old Lingampalli,80509098330,08-Jan-21,08-Jan-21
80509098331,Venkat reddy colony,80509098331,08-Jan-21,08-Jan-21
80509098332,Huda Trade Centre,80509098332,08-Jan-21,08-Jan-21
80509098333,Laxmi Vihar,80509098333,08-Jan-21,08-Jan-21
80509098334,Old MIG,80509098334,08-Jan-21,08-Jan-21
80509099335,Gulmohar park colony,80509099335,08-Jan-21,08-Jan-21
80509099336,Netaji,80509099336,08-Jan-21,08-Jan-21
80509099337,Doctors Colony ,80509099337,08-Jan-21,08-Jan-21
80509099338,Dubey colony,80509099338,08-Jan-21,08-Jan-21
80509099339,Nallagandla,80509099339,08-Jan-21,08-Jan-21
80509100340,Gopi nagar,80509100340,08-Jan-21,08-Jan-21
80509100341,Adarsh nagar,80509100341,08-Jan-21,08-Jan-21
80509100342,Nehru nagar,80509100342,08-Jan-21,08-Jan-21
80509100343,Baapu nagar,80509100343,08-Jan-21,08-Jan-21
80509100344,Doyens,80509100344,08-Jan-21,08-Jan-21
80509101345,Papi reddy colony,80509101345,08-Jan-21,08-Jan-21
80509101346,Rajiv gruha kalpa,80509101346,08-Jan-21,08-Jan-21
80509101347,Surabhi colony,80509101347,08-Jan-21,08-Jan-21
90101001001,Jubilee Hills,90101001001,08-Jan-21,08-Jan-21
90101001002,Masthan Nagar,90101001002,08-Jan-21,08-Jan-21
90101001003,Prashasan Nagar,90101001003,08-Jan-21,08-Jan-21
90101001004,Silent Valley Hills,90101001004,08-Jan-21,08-Jan-21
90101001005,C.B.I.Colony,90101001005,08-Jan-21,08-Jan-21
90101002006,Venkatagiri,90101002006,08-Jan-21,08-Jan-21
90101002007,MPs&MLAs Colony,90101002007,08-Jan-21,08-Jan-21
90101002008,Kavuri Hills Phase-1,90101002008,08-Jan-21,08-Jan-21
90101002009,Pedamma Temple Area,90101002009,08-Jan-21,08-Jan-21
90101003010,Yousufguda Police Line,90101003010,08-Jan-21,08-Jan-21
90101003011,HYLAM Colony,90101003011,08-Jan-21,08-Jan-21
90101003012,Krishna Devaraya Nagar,90101003012,08-Jan-21,08-Jan-21
90101003013,L.I.C Colony,90101003013,08-Jan-21,08-Jan-21
90101003014,S.B.H.Colony,90101003014,08-Jan-21,08-Jan-21
90101003015,Jaya Prakash Nagar,90101003015,08-Jan-21,08-Jan-21
90101004016,Yellareddyguda,90101004016,08-Jan-21,08-Jan-21
90101004017,Nagarjuna Nagar,90101004017,08-Jan-21,08-Jan-21
90101004018,Ambedkar Nagar,90101004018,08-Jan-21,08-Jan-21
90101004019,Shalivahana Nagar,90101004019,08-Jan-21,08-Jan-21
90101005020,Panjagutta,90101005020,08-Jan-21,08-Jan-21
90101005021,Officers Colony,90101005021,08-Jan-21,08-Jan-21
90101005022,Pochamma Basti,90101005022,08-Jan-21,08-Jan-21
90101005023,Ameerpet-Part,90101005023,08-Jan-21,08-Jan-21
90101005024,Prathap Nagar,90101005024,08-Jan-21,08-Jan-21
90101005025,Journalist Colony,90101005025,08-Jan-21,08-Jan-21
90101006026,Srinagar Colony,90101006026,08-Jan-21,08-Jan-21
90101006027,Keshava Nagar,90101006027,08-Jan-21,08-Jan-21
90101006028,Aurora Colony,90101006028,08-Jan-21,08-Jan-21
90101006029,Kamalapuri Colony,90101006029,08-Jan-21,08-Jan-21
90101007030,Krishna Nagar,90101007030,08-Jan-21,08-Jan-21
90101007031,Indira Nagar,90101007031,08-Jan-21,08-Jan-21
90101007032,Lakshmi Narasimha Nagar,90101007032,08-Jan-21,08-Jan-21
90101007033,Jawahar Nagar,90101007033,08-Jan-21,08-Jan-21
90101007034,ICRISAT Colony,90101007034,08-Jan-21,08-Jan-21
90101007035,Gayatri Hills,90101007035,08-Jan-21,08-Jan-21
90101008036,Film Nagar,90101008036,08-Jan-21,08-Jan-21
90101008037,Whisper Valley Club,90101008037,08-Jan-21,08-Jan-21
90101008038,Ambedkar Nagar,90101008038,08-Jan-21,08-Jan-21
90101008039,Ramanaidu Studio Area,90101008039,08-Jan-21,08-Jan-21
90101008040,Padmalaya Studio Area,90101008040,08-Jan-21,08-Jan-21
90102009041,Laxmi Nagar (K.B),90102009041,08-Jan-21,08-Jan-21
90102009042,Old C.B.I.Quarters,90102009042,08-Jan-21,08-Jan-21
90102009043,Market Road,90102009043,08-Jan-21,08-Jan-21
90102009044,Jagirdar Bhada,90102009044,08-Jan-21,08-Jan-21
90102010045,Saraswathi Nagar,90102010045,08-Jan-21,08-Jan-21
90102010046,New C.B.I.Quarters,90102010046,08-Jan-21,08-Jan-21
90102010047,Ghandhi Nagar,90102010047,08-Jan-21,08-Jan-21
90102010048,Indra Nagar,90102010048,08-Jan-21,08-Jan-21
90102010049,B.J.R.Nagar,90102010049,08-Jan-21,08-Jan-21
90102010050,Mahabharath Nagar,90102010050,08-Jan-21,08-Jan-21
90102011051,Maruthi Nagar,90102011051,08-Jan-21,08-Jan-21
90102011052,Budagajangam Basti,90102011052,08-Jan-21,08-Jan-21
90102011053,Raj Nagar,90102011053,08-Jan-21,08-Jan-21
90102012054,Ananad Nagar,90102012054,08-Jan-21,08-Jan-21
90102012055,Venkatramana Nagar,90102012055,08-Jan-21,08-Jan-21
90102012056,Ghandhi Thatha Nagar,90102012056,08-Jan-21,08-Jan-21
90102013057,Padmavathi Nagar,90102013057,08-Jan-21,08-Jan-21
90102013058,Erramanji,90102013058,08-Jan-21,08-Jan-21
90102014059,Prem Nagar,90102014059,08-Jan-21,08-Jan-21
90102014060,Chinthal Basti Part-1,90102014060,08-Jan-21,08-Jan-21
90102015061,Veer Nagar,90102015061,08-Jan-21,08-Jan-21
90102015062,Vishnu Nagar,90102015062,08-Jan-21,08-Jan-21
90102015063,Shyam Rao Nagar,90102015063,08-Jan-21,08-Jan-21
90102016064,Thummala Basti,90102016064,08-Jan-21,08-Jan-21
90102016065,Chinthal Basti Part-2,90102016065,08-Jan-21,08-Jan-21
90102017066,Somajiguda,90102017066,08-Jan-21,08-Jan-21
90102017067,Kapadia Lans,90102017067,08-Jan-21,08-Jan-21
90102017068,Venkateshwara Colony,90102017068,08-Jan-21,08-Jan-21
90102018069,Bhola Shankar Basthi-P1,90102018069,08-Jan-21,08-Jan-21
90102018070,Bhola Shankar Basthi-P2,90102018070,08-Jan-21,08-Jan-21
90102018071,Bhola Shankar Basthi-P3,90102018071,08-Jan-21,08-Jan-21
90102018072,Bhola Shankar Basthi-P4,90102018072,08-Jan-21,08-Jan-21
90102018073,Bhola Shankar Basthi-P5,90102018073,08-Jan-21,08-Jan-21
90102019074,Methodist Colony-P1  ,90102019074,08-Jan-21,08-Jan-21
90102019075,Methodist Colony-P2  ,90102019075,08-Jan-21,08-Jan-21
90102020076,Banjara Hills,90102020076,08-Jan-21,08-Jan-21
90102020077,Jaira Nagar,90102020077,08-Jan-21,08-Jan-21
90102020078,Nandhi Nagar,90102020078,08-Jan-21,08-Jan-21
90102020079,Gourishanker Colony,90102020079,08-Jan-21,08-Jan-21
90102021080,N B T Nagar,90102021080,08-Jan-21,08-Jan-21
90102021081,N.B.Nagar,90102021081,08-Jan-21,08-Jan-21
90102021082,M.L.A.Colony,90102021082,08-Jan-21,08-Jan-21
90103022083,Seetharam Bagh,90103022083,08-Jan-21,08-Jan-21
90103022084,Amar Nagar,90103022084,08-Jan-21,08-Jan-21
90103022085,Rajdharkhanpet,90103022085,08-Jan-21,08-Jan-21
90103022086,Aziz Bhag,90103022086,08-Jan-21,08-Jan-21
90103022087,Lodh Kshathriya Baitak,90103022087,08-Jan-21,08-Jan-21
90103022088,Kummarwadi,90103022088,08-Jan-21,08-Jan-21
90103023089,Indira Nagar,90103023089,08-Jan-21,08-Jan-21
90103023090,Gufa Nagar,90103023090,08-Jan-21,08-Jan-21
90103023091,Shyam Nagar,90103023091,08-Jan-21,08-Jan-21
90103023092,Valmiki Nagar,90103023092,08-Jan-21,08-Jan-21
90103023093,Budagajangam Basti,90103023093,08-Jan-21,08-Jan-21
90103023094,Vaddera Basti,90103023094,08-Jan-21,08-Jan-21
90103024095,Dathatreya Colony,90103024095,08-Jan-21,08-Jan-21
90103024096,Venkatamma Thota,90103024096,08-Jan-21,08-Jan-21
90103024097,Kummarwadi,90103024097,08-Jan-21,08-Jan-21
90103024098,Gandhi Bomma,90103024098,08-Jan-21,08-Jan-21
90103024099,Peelikhana,90103024099,08-Jan-21,08-Jan-21
90103024100,Asifnagar,90103024100,08-Jan-21,08-Jan-21
90103024101,Ravinder Nagar,90103024101,08-Jan-21,08-Jan-21
90103024102,Jagadamba Nagar,90103024102,08-Jan-21,08-Jan-21
90103024103,Shankar Nagar,90103024103,08-Jan-21,08-Jan-21
90103024104,Dhayabhag,90103024104,08-Jan-21,08-Jan-21
90103025105,Komatikunta,90103025105,08-Jan-21,08-Jan-21
90103025106,D-Class,90103025106,08-Jan-21,08-Jan-21
90103025107,C-Class,90103025107,08-Jan-21,08-Jan-21
90103025108,Prakash Nagar,90103025108,08-Jan-21,08-Jan-21
90103025109,Boiguda Kaman,90103025109,08-Jan-21,08-Jan-21
90103025110,Afjal Sagar,90103025110,08-Jan-21,08-Jan-21
90103025111,Agapura,90103025111,08-Jan-21,08-Jan-21
90103025112,Jetcafe,90103025112,08-Jan-21,08-Jan-21
90103025113,Mallepally,90103025113,08-Jan-21,08-Jan-21
90103026114,Bajarghat,90103026114,08-Jan-21,08-Jan-21
90103026115,Police Quarters,90103026115,08-Jan-21,08-Jan-21
90103026116,A.C.Guards,90103026116,08-Jan-21,08-Jan-21
90103026117,Shanthinagar Part,90103026117,08-Jan-21,08-Jan-21
90103026118,Laxmi Nagar,90103026118,08-Jan-21,08-Jan-21
90103026119,Gokul Nagar,90103026119,08-Jan-21,08-Jan-21
90103026120,Ram Mandhir,90103026120,08-Jan-21,08-Jan-21
90103027121,Devibagh,90103027121,08-Jan-21,08-Jan-21
90103027122,Laxmidas Bhag,90103027122,08-Jan-21,08-Jan-21
90103027123,Jangam Basti,90103027123,08-Jan-21,08-Jan-21
90103027124,Jafar Bhag,90103027124,08-Jan-21,08-Jan-21
90103027125,Kurma Basti,90103027125,08-Jan-21,08-Jan-21
90103027126,Nampally Pochammagudi,90103027126,08-Jan-21,08-Jan-21
90103027127,Railway Quarters,90103027127,08-Jan-21,08-Jan-21
90103027128,Red Hills,90103027128,08-Jan-21,08-Jan-21
90103027129,Lakdikapool,90103027129,08-Jan-21,08-Jan-21
90103028130,Adarsh Nagar,90103028130,08-Jan-21,08-Jan-21
90103028131,GHMC Tankbund,90103028131,08-Jan-21,08-Jan-21
90103028132,Pool Bhag,90103028132,08-Jan-21,08-Jan-21
90103028133,Basheer Bagh,90103028133,08-Jan-21,08-Jan-21
90103028134,Bandline,90103028134,08-Jan-21,08-Jan-21
90103028135,Birlamandhir Quarters,90103028135,08-Jan-21,08-Jan-21
90103028136,Navvath Pahad,90103028136,08-Jan-21,08-Jan-21
90103029137,Mahesh Nagar,90103029137,08-Jan-21,08-Jan-21
90103029138,Nethaji Nagar,90103029138,08-Jan-21,08-Jan-21
90103029139,Chiragali Lane,90103029139,08-Jan-21,08-Jan-21
90103029140,Nandini Apartments,90103029140,08-Jan-21,08-Jan-21
90103029141,Koja Colony,90103029141,08-Jan-21,08-Jan-21
90103030142,Kattela Mandi,90103030142,08-Jan-21,08-Jan-21
90103030143,Muralidhar Bhag,90103030143,08-Jan-21,08-Jan-21
90103030144,Malakunta,90103030144,08-Jan-21,08-Jan-21
90103030145,Bagavandas Bada,90103030145,08-Jan-21,08-Jan-21
90103030146,Bhagyanagar Colony,90103030146,08-Jan-21,08-Jan-21
90103031147,Omnagar,90103031147,08-Jan-21,08-Jan-21
90103031148,Swamy Dayanand Nagar,90103031148,08-Jan-21,08-Jan-21
90103031149,Patel Nagar,90103031149,08-Jan-21,08-Jan-21
90103031150,Sewak Nagar,90103031150,08-Jan-21,08-Jan-21
90103031151,Bheem Nagar,90103031151,08-Jan-21,08-Jan-21
90103031152,Theli Bada,90103031152,08-Jan-21,08-Jan-21
90103031153,Char Kandhil,90103031153,08-Jan-21,08-Jan-21
90103031154,Agapura Naala,90103031154,08-Jan-21,08-Jan-21
90104032155,Hindi Nagar,90104032155,08-Jan-21,08-Jan-21
90104032156,Malakunta-Part,90104032156,08-Jan-21,08-Jan-21
90104032157,Sarvana Hospital Lane,90104032157,08-Jan-21,08-Jan-21
90104032158,Karachi Bakery Lane,90104032158,08-Jan-21,08-Jan-21
90104032159,Sena Hotel Lane,90104032159,08-Jan-21,08-Jan-21
90104033160,Pheel Khana,90104033160,08-Jan-21,08-Jan-21
90104033161,Rangachary Lane,90104033161,08-Jan-21,08-Jan-21
90104033162,Aziz Plaza,90104033162,08-Jan-21,08-Jan-21
90104033163,Toph Khana,90104033163,08-Jan-21,08-Jan-21
90104033164,Dhoodh Khana,90104033164,08-Jan-21,08-Jan-21
90104033165,Rajdhani Hotel Lane,90104033165,08-Jan-21,08-Jan-21
90104034166,Begum Bazar Post,90104034166,08-Jan-21,08-Jan-21
90104034167,Matthi Ka Sher,90104034167,08-Jan-21,08-Jan-21
90104034168,Ghandhi Galli,90104034168,08-Jan-21,08-Jan-21
90104034169,Barthan Bazar,90104034169,08-Jan-21,08-Jan-21
90104034170,Rageen Thalim,90104034170,08-Jan-21,08-Jan-21
90104034171,Kholsa Wadi,90104034171,08-Jan-21,08-Jan-21
90104034172,Bhagwan Gunj,90104034172,08-Jan-21,08-Jan-21
90104034173,Bhulaxmi Temple,90104034173,08-Jan-21,08-Jan-21
90104035174,Chudi Bazar,90104035174,08-Jan-21,08-Jan-21
90104035175,Shanker Bazar,90104035175,08-Jan-21,08-Jan-21
90104035176,Jgannath Math,90104035176,08-Jan-21,08-Jan-21
90104035177,Jummerath Bazar,90104035177,08-Jan-21,08-Jan-21
90104035178,Untha wadi,90104035178,08-Jan-21,08-Jan-21
90104035179,Nagar Kana,90104035179,08-Jan-21,08-Jan-21
90104035180,Multhanipura,90104035180,08-Jan-21,08-Jan-21
90104035181,Bedar wadi,90104035181,08-Jan-21,08-Jan-21
90104035182,Jinsi Chowraha,90104035182,08-Jan-21,08-Jan-21
90104035183,Mewati Pura,90104035183,08-Jan-21,08-Jan-21
90104035184,Sangar Samaj Basthi,90104035184,08-Jan-21,08-Jan-21
90104035185,Valmiki Samaj Basthi,90104035185,08-Jan-21,08-Jan-21
90104035186,Gowli Basthi,90104035186,08-Jan-21,08-Jan-21
90104035187,BadaMath,90104035187,08-Jan-21,08-Jan-21
